column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26,column_27,column_28,column_29,column_30,column_31,column_32,column_33,column_34,column_35,column_36,column_37,column_38,column_39,column_40,column_41,column_42,column_43,column_44,column_45,column_46,column_47,column_48,column_49,column_50,column_51,column_52,column_53,column_54,column_55,column_56,column_57,column_58,column_59,column_60,column_61,column_62,column_63,column_64,column_65,column_66,column_67,column_68,column_69,column_70,column_71,column_72,column_73,column_74,column_75,column_76,column_77,column_78,column_79,column_80,column_81,column_82,column_83,column_84,column_85,column_86,column_87,column_88,column_89,column_90,column_91,column_92,column_93,column_94,column_95,column_96,column_97,column_98,column_99,column_100,column_101,column_102,column_103,column_104,column_105,column_106,column_107,column_108,column_109,URL,column_110
25.04.24 16:20:30,Letzter Preis,"107,00",Veränderung zum Vortag,213.900.00%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,106.95 / 213.900.00%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Norwegische Krone,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"107,00",Tagestief/-hoch,"0,05 / 107,00",52-Wochentief/-hoch,"0,00 / 107,00",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"6,5207",Rendite in % zu Brief,"6,4909",Rendite in % zu Geld,"6,5505",Stückzinsberechnung,k.A.,Stückzinsen in %,"2,6971",Aufgelaufene Stückzinstage,86,Duration in Jahren,"1,835",Modified Duration,"1,775",Kupon,11.290%,Erster Zinstermin,17.05.2023,Anzahl Zinstermine,Vierteljährlich,Zinslauf ab,17.02.2023,Tief,"0,00","0,00","0,00",Hoch,"107,00","107,00","107,00",Entwicklung,213.900.00%,1.176.09%,1.176.09%,Emittent,Scatec ASA,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.500.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,17.02.2023,Emissionsvolumen,1.000.000.000,Umlaufendes Volumen,1.000.000.000,Emissionswährung,NOK,Depotwährung,NOK,Notierungsaufnahme,28.06.2023,Fälligkeit,17.02.2027,Schuldnerkündigungsart,Call option,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.500.000,Spezialist,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,Handelsmodell,Fortlaufende Auktion,,,,,,,,,,https://www.boerse-frankfurt.de/anleihe/no0012837030-scatec-asa-11-29-23-27,
07.02.25 09:21:51,Letzter Preis,"96,04",Veränderung zum Vortag,-0.01%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.01 / -0.01%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"96,04",Tagestief/-hoch,"96,04 / 96,04",52-Wochentief/-hoch,"92,97 / 96,45",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,5583",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,8604",Aufgelaufene Stückzinstage,177,Duration in Jahren,"1,491",Modified Duration,"1,441",Kupon,1.750%,Erster Zinstermin,14.02.2017,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,16.08.2016,Tief,"95,63","95,27","95,27","92,97","90,74","88,135",Hoch,"96,05","96,05","96,45","96,45","96,45","100,565",Entwicklung,0.26%,0.69%,0.69%,2.26%,4.30%,-3.67%,Emittent,Asian Development Bank (ADB),Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,16.08.2016,Emissionsvolumen,500.000.000,Umlaufendes Volumen,500.000.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,12.08.2016,Fälligkeit,14.08.2026,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,,,https://www.boerse-frankfurt.de/anleihe/us045167dr18-asian-development-bank-adb-1-75-16-26,
07.02.25 08:13:50,Letzter Preis,"98,819",Veränderung zum Vortag,-0.01%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.012 / -0.01%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"98,819",Tagestief/-hoch,"98,819 / 98,819",52-Wochentief/-hoch,"96,688 / 98,943",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,7591",Rendite in % zu Brief,"4,0654",Rendite in % zu Geld,"4,8253",Stückzinsberechnung,k.A.,Stückzinsen in %,"0,7031",Aufgelaufene Stückzinstage,81,Duration in Jahren,"0,770",Modified Duration,"0,756",Kupon,3.125%,Erster Zinstermin,20.05.2019,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,20.11.2018,Tief,"98,661","98,354","98,212","96,688","95,39","95,39",Hoch,"98,831","98,831","98,943","98,943","98,943","105,205",Entwicklung,0.11%,0.43%,0.50%,1.53%,2.04%,-5.89%,Emittent,International Bank for Reconstruction and Development,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,20.11.2018,Emissionsvolumen,700.000.000,Umlaufendes Volumen,700.000.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,19.11.2018,Fälligkeit,20.11.2025,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,ODDO BHF SE,Handelsmodell,Fortlaufende Auktion,,https://www.boerse-frankfurt.de/anleihe/us45905u6l39-international-bank-for-reconstruction-and-development-3-125-18-25,
07.02.25 09:21:51,Letzter Preis,"100,68",Veränderung zum Vortag,0.38%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.38 / 0.38%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"100,68",Tagestief/-hoch,"100,68 / 100,68",52-Wochentief/-hoch,"96,63 / 106,87",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"7,0637",Rendite in % zu Brief,"6,9408",Rendite in % zu Geld,"7,0785",Stückzinsberechnung,k.A.,Stückzinsen in %,"2,4889",Aufgelaufene Stückzinstage,128,Duration in Jahren,"12,022",Modified Duration,"3,882",Kupon,7.000%,Erster Zinstermin,03.10.2019,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,03.04.2019,Tief,"99,53","99,38","99,38","96,63","90,64","83,86",Hoch,"100,68","104,60","106,87","106,87","106,87","108,23",Entwicklung,0.27%,-1.98%,-0.82%,0.84%,0.44%,-6.98%,Emittent,Klabin Austria GmbH,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,200.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,03.04.2019,Emissionsvolumen,700.000.000,Umlaufendes Volumen,700.000.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,28.01.2021,Fälligkeit,03.04.2049,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,200.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/usa35155ab50-klabin-austria-gmbh-7-19-49,
07.02.25 17:00:14,Letzter Preis,"99,08",Veränderung zum Vortag,-0.01%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.01 / -0.01%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,08",Tagestief/-hoch,"99,08 / 99,14",52-Wochentief/-hoch,"98,86 / 101,10",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"6,5634",Rendite in % zu Brief,"4,1213",Rendite in % zu Geld,"6,5634",Stückzinsberechnung,k.A.,Stückzinsen in %,"0,4313",Aufgelaufene Stückzinstage,27,Duration in Jahren,"1,384",Modified Duration,"1,321",Kupon,5.750%,Erster Zinstermin,14.01.2017,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,14.07.2016,Tief,"98,94","98,94","98,94","98,86","97,79","96,95",Hoch,"100,42","100,42","101,10","101,10","101,87","111,07",Entwicklung,-0.88%,-1.28%,-1.48%,-1.13%,-1.94%,-10.68%,Emittent,Suzano Austria GmbH,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,200.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,14.07.2016,Emissionsvolumen,331.818.000,Umlaufendes Volumen,331.818.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,13.03.2017,Fälligkeit,14.07.2026,Schuldnerkündigungsart,Call option,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,200.000,Spezialist,WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/usa9890aaa81-suzano-austria-gmbh-5-75-16-26,
07.02.25 17:00:07,Letzter Preis,"98,37",Veränderung zum Vortag,0.04%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.04 / 0.04%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Mexikanischer Peso,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"98,37",Tagestief/-hoch,"98,01 / 98,37",52-Wochentief/-hoch,"92,82 / 98,37",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"11,6682",Rendite in % zu Brief,"9,9410",Rendite in % zu Geld,"11,6682",Stückzinsberechnung,k.A.,Stückzinsen in %,"3,8603",Aufgelaufene Stückzinstage,269,Duration in Jahren,"0,273",Modified Duration,"0,266",Kupon,5.250%,Erster Zinstermin,18.05.2016,Anzahl Zinstermine,Jährlich,Zinslauf ab,18.05.2015,Tief,"97,42","96,55","95,30","92,82","88,06","86,54",Hoch,"98,37","98,37","98,37","98,37","98,37","98,37",Entwicklung,0.98%,1.89%,2.93%,5.97%,8.74%,6.20%,Emittent,International Bank for Reconstruction and Development,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,18.05.2015,Emissionsvolumen,263.000.000,Umlaufendes Volumen,263.000.000,Emissionswährung,MXN,Depotwährung,MXN,Notierungsaufnahme,13.01.2017,Fälligkeit,18.05.2025,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,,https://www.boerse-frankfurt.de/anleihe/xs1233786950-international-bank-for-reconstruction-and-development-5-25-15-25,
07.02.25 09:21:51,Letzter Preis,"99,03",Veränderung zum Vortag,-0.08%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.08 / -0.08%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,03",Tagestief/-hoch,"99,03 / 99,03",52-Wochentief/-hoch,"96,65 / 99,13",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"5,2354",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"1,2485",Aufgelaufene Stückzinstage,261,Duration in Jahren,"0,289",Modified Duration,"0,284",Kupon,1.750%,Erster Zinstermin,26.05.2018,Anzahl Zinstermine,Jährlich,Zinslauf ab,26.05.2017,Tief,"98,96","98,82","97,85","96,65","93,93","90,535",Hoch,"99,13","99,13","99,13","99,13","99,13","102,64",Entwicklung,-0.05%,0.17%,1.21%,2.39%,4.13%,-3.29%,Emittent,Merlin Properties SOCIMI S.A.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,26.05.2017,Emissionsvolumen,600.000.000,Umlaufendes Volumen,600.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,22.05.2017,Fälligkeit,26.05.2025,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,,https://www.boerse-frankfurt.de/anleihe/xs1619643015-merlin-properties-socimi-s-a-1-75-17-25,
07.02.25 17:00:07,Letzter Preis,"97,95",Veränderung zum Vortag,-0.02%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.024 / -0.02%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"97,95",Tagestief/-hoch,"97,95 / 97,95",52-Wochentief/-hoch,"94,98 / 98,11",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,5468",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,5782",Aufgelaufene Stückzinstage,188,Duration in Jahren,"1,482",Modified Duration,"1,428",Kupon,1.125%,Erster Zinstermin,07.08.2018,Anzahl Zinstermine,Jährlich,Zinslauf ab,07.02.2018,Tief,"97,376","97,045","96,22","94,98","91,00","91,00",Hoch,"98,11","98,11","98,11","98,11","98,11","102,62",Entwicklung,0.34%,0.68%,1.46%,1.98%,5.23%,-4.12%,Emittent,"Polen, Republik",Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,07.02.2018,Emissionsvolumen,1.000.000.000,Umlaufendes Volumen,1.000.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,05.02.2018,Fälligkeit,07.08.2026,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,,,,https://www.boerse-frankfurt.de/anleihe/xs1766612672-polen-republik-1-125-18-26,
07.02.25 09:21:51,Letzter Preis,"99,48",Veränderung zum Vortag,0.00%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.00 / 0.00%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,48",Tagestief/-hoch,"99,48 / 99,48",52-Wochentief/-hoch,"97,27 / 99,48",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,5404",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,4632",Aufgelaufene Stückzinstage,58,Duration in Jahren,"0,336",Modified Duration,"0,333",Kupon,2.875%,Erster Zinstermin,13.06.2018,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,25.04.2018,Tief,"99,38","99,01","98,56","97,27","95,31","95,31",Hoch,"99,48","99,48","99,48","99,48","99,48","104,02",Entwicklung,0.10%,0.44%,0.87%,1.91%,2.62%,-4.32%,Emittent,European Investment Bank (EIB),Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,25.04.2018,Emissionsvolumen,2.300.000.000,Umlaufendes Volumen,1.767.390.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,23.04.2018,Fälligkeit,13.06.2025,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,,,https://www.boerse-frankfurt.de/anleihe/xs1811852109-european-investment-bank-eib-2-875-18-25,
07.02.25 09:21:51,Letzter Preis,"97,88",Veränderung zum Vortag,-0.02%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.02 / -0.02%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"97,88",Tagestief/-hoch,"97,88 / 97,88",52-Wochentief/-hoch,"94,91 / 97,90",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,5308",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,3624",Aufgelaufene Stückzinstage,106,Duration in Jahren,"1,703",Modified Duration,"1,632",Kupon,1.250%,Erster Zinstermin,28.10.2018,Anzahl Zinstermine,Jährlich,Zinslauf ab,28.06.2018,Tief,"97,41","97,34","96,26","94,91","91,99","91,99",Hoch,"97,90","97,90","97,90","97,90","97,90","103,75",Entwicklung,0.32%,0.55%,1.63%,2.56%,4.21%,-4.40%,Emittent,Iberdrola Finanzas S.A.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,28.06.2018,Emissionsvolumen,750.000.000,Umlaufendes Volumen,750.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,26.06.2018,Fälligkeit,28.10.2026,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,,https://www.boerse-frankfurt.de/anleihe/xs1847692636-iberdrola-finanzas-s-a-1-25-18-26,
07.02.25 17:00:08,Letzter Preis,"97,294",Veränderung zum Vortag,-0.04%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.037 / -0.04%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"97,294",Tagestief/-hoch,"97,294 / 97,338",52-Wochentief/-hoch,"93,955 / 97,351",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,2103",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,1859",Aufgelaufene Stückzinstage,136,Duration in Jahren,"1,625",Modified Duration,"1,569",Kupon,0.500%,Erster Zinstermin,28.09.2019,Anzahl Zinstermine,Jährlich,Zinslauf ab,24.10.2018,Tief,"96,821","96,63","95,77","93,955","90,59","90,59",Hoch,"97,351","97,351","97,351","97,351","97,351","102,60",Entwicklung,0.34%,0.64%,1.54%,2.95%,5.27%,-4.00%,Emittent,Kreditanstalt für Wiederaufbau,Branche,Schuldverschreibungen von Sonderinstituten,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,24.10.2018,Emissionsvolumen,1.000.000.000,Umlaufendes Volumen,1.000.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,19.10.2018,Fälligkeit,28.09.2026,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,,,,https://www.boerse-frankfurt.de/anleihe/xs1897340854-kreditanstalt-fuer-wiederaufbau-0-5-18-26,
07.02.25 17:00:15,Letzter Preis,"89,74",Veränderung zum Vortag,-0.20%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.18 / -0.20%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"89,74",Tagestief/-hoch,"89,74 / 89,98",52-Wochentief/-hoch,"84,06 / 90,83",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"3,2441",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,5283",Aufgelaufene Stückzinstage,103,Duration in Jahren,"8,090",Modified Duration,"6,125",Kupon,1.875%,Erster Zinstermin,31.10.2019,Anzahl Zinstermine,Jährlich,Zinslauf ab,31.10.2018,Tief,"86,81","86,81","86,81","84,06","79,58","72,75",Hoch,"90,58","90,65","90,83","90,83","90,83","105,43",Entwicklung,2.20%,0.66%,2.31%,4.09%,7.80%,-12.89%,Emittent,EnBW International Finance B.V.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,31.10.2018,Emissionsvolumen,500.000.000,Umlaufendes Volumen,500.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,29.10.2018,Fälligkeit,31.10.2033,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,https://www.boerse-frankfurt.de/anleihe/xs1901055472-enbw-international-finance-b-v-1-875-18-33,
07.02.25 17:00:15,Letzter Preis,"95,30",Veränderung zum Vortag,0.00%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.00 / 0.00%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"95,30",Tagestief/-hoch,"95,30 / 95,35",52-Wochentief/-hoch,"90,92 / 95,47",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,9350",Rendite in % zu Brief,"2,5428",Rendite in % zu Geld,"2,9168",Stückzinsberechnung,k.A.,Stückzinsen in %,"0,5286",Aufgelaufene Stückzinstage,221,Duration in Jahren,"2,381",Modified Duration,"2,222",Kupon,0.875%,Erster Zinstermin,05.07.2020,Anzahl Zinstermine,Jährlich,Zinslauf ab,05.07.2019,Tief,"94,69","94,60","93,11","90,92","86,86","85,04",Hoch,"95,40","95,47","95,47","95,47","95,47","99,20",Entwicklung,0.28%,0.65%,2.22%,3.67%,7.14%,-2.75%,Emittent,Hera S.p.A.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,05.07.2019,Emissionsvolumen,500.000.000,Umlaufendes Volumen,357.159.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,30.11.2021,Fälligkeit,05.07.2027,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/xs2020608548-hera-s-p-a-0-875-19-27,
07.02.25 17:00:14,Letzter Preis,"92,33",Veränderung zum Vortag,-0.09%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.08 / -0.09%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"92,33",Tagestief/-hoch,"92,33 / 92,42",52-Wochentief/-hoch,"86,38 / 92,64",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,8697",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,5741",Aufgelaufene Stückzinstage,210,Duration in Jahren,"4,351",Modified Duration,"3,839",Kupon,1.000%,Erster Zinstermin,16.07.2020,Anzahl Zinstermine,Jährlich,Zinslauf ab,16.07.2019,Tief,"90,90","90,90","89,13","86,38","80,13","75,83",Hoch,"92,47","92,64","92,64","92,64","92,64","97,97",Entwicklung,0.94%,1.29%,3.37%,6.07%,11.75%,-4.78%,Emittent,A2A S.p.A.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,16.07.2019,Emissionsvolumen,400.000.000,Umlaufendes Volumen,400.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,28.12.2021,Fälligkeit,16.07.2029,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,https://www.boerse-frankfurt.de/anleihe/xs2026150313-a2a-s-p-a-1-19-29,
07.02.25 09:21:51,Letzter Preis,"94,131",Veränderung zum Vortag,0.06%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.053 / 0.06%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Britische Pfund Sterling,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"94,131",Tagestief/-hoch,"94,131 / 94,131",52-Wochentief/-hoch,"90,59 / 95,033",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,5272",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,2546",Aufgelaufene Stückzinstage,149,Duration in Jahren,"1,590",Modified Duration,"1,481",Kupon,0.625%,Erster Zinstermin,15.09.2020,Anzahl Zinstermine,Jährlich,Zinslauf ab,18.10.2019,Tief,"93,40","92,685","92,587","90,59","85,12","83,60",Hoch,"95,033","95,033","95,033","95,033","95,033","97,45",Entwicklung,0.78%,1.56%,1.39%,3.61%,5.13%,-1.84%,Emittent,Asian Development Bank (ADB),Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,18.10.2019,Emissionsvolumen,250.000.000,Umlaufendes Volumen,250.000.000,Emissionswährung,GBP,Depotwährung,GBP,Notierungsaufnahme,04.11.2020,Fälligkeit,15.09.2026,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,,,https://www.boerse-frankfurt.de/anleihe/xs2066569489-asian-development-bank-adb-0-625-19-26,
