column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26,column_27,column_28,column_29,column_30,column_31,column_32,column_33,column_34,column_35,column_36,column_37,column_38,column_39,column_40,column_41,column_42,column_43,column_44,column_45,column_46,column_47,column_48,column_49,column_50,column_51,column_52,column_53,column_54,column_55,column_56,column_57,column_58,column_59,column_60,column_61,column_62,column_63,column_64,column_65,column_66,column_67,column_68,column_69,column_70,column_71,column_72,column_73,column_74,column_75,column_76,column_77,column_78,column_79,column_80,column_81,column_82,column_83,column_84,column_85,column_86,column_87,column_88,column_89,column_90,column_91,column_92,column_93,column_94,column_95,column_96,column_97,column_98,column_99,column_100,column_101,column_102,column_103,column_104,column_105,column_106,URL,column_107,column_108
24.01.25 17:00:50,Letzter Preis,"96,313",Veränderung zum Vortag,-0.05%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.051 / -0.05%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"96,313",Tagestief/-hoch,"96,283 / 96,36",52-Wochentief/-hoch,"93,109 / 96,695",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,2398",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,0000",Aufgelaufene Stückzinstage,111,Duration in Jahren,"1,696",Modified Duration,"1,633",Kupon,Erster Zinstermin,09.10.2022,Anzahl Zinstermine,Jährlich,Zinslauf ab,09.07.2021,Tief,"96,18","95,71","94,43","93,109","89,759","89,759",Hoch,"96,616","96,695","96,695","96,695","96,695","102,273",Entwicklung,-0.26%,0.12%,1.91%,2.76%,4.65%,-5.58%,Emittent,"Deutschland, Bundesrepublik",Branche,Bundesanleihen,Markt,Regulierter Markt,Subsegment,Mindestanlagesumme,0,Notierungseinheit,Prozentnotiert,Emissionsdatum,09.07.2021,Emissionsvolumen,24.000.000.000,Umlaufendes Volumen,24.000.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,07.07.2021,Fälligkeit,09.10.2026,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,0,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,,https://www.boerse-frankfurt.de/anleihe/de0001141844-deutschland-bundesrepublik-0-000-21-26,,
24.01.25 17:00:50,Letzter Preis,"100,47",Veränderung zum Vortag,0.12%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.12 / 0.12%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"100,47",Tagestief/-hoch,"100,385 / 100,47",52-Wochentief/-hoch,"98,96 / 102,57",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,3180",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"1,2919",Aufgelaufene Stückzinstage,105,Duration in Jahren,"2,131",Modified Duration,"2,031",Kupon,4.500%,Erster Zinstermin,15.10.2024,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,15.04.2024,Tief,"100,075","100,075","100,075","98,96","98,96","98,96",Hoch,"100,57","101,12","102,57","102,57","102,57","102,57",Entwicklung,0.11%,-0.62%,-0.09%,1.19%,1.19%,1.19%,Emittent,United States of America,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100,Notierungseinheit,Prozentnotiert,Emissionsdatum,15.04.2024,Emissionsvolumen,58.951.295.800,Umlaufendes Volumen,58.951.295.800,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,12.04.2024,Fälligkeit,15.04.2027,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/us91282ckj98-united-states-of-america-4-5-24-27,,
24.01.25 15:42:39,Letzter Preis,"100,38",Veränderung zum Vortag,0.86%,24.01.25 17:29:46,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.86 / 0.86%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"100,38",Tagestief/-hoch,"99,58 / 100,38",52-Wochentief/-hoch,"98,59 / 100,52",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,9206",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,2613",Aufgelaufene Stückzinstage,19,Duration in Jahren,"4,453",Modified Duration,"3,926",Kupon,4.950%,Erster Zinstermin,09.07.2025,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,09.01.2025,Tief,"98,59","98,59","98,59","98,59","98,59","98,59",Hoch,"100,52","100,52","100,52","100,52","100,52","100,52",Entwicklung,1.04%,1.04%,1.04%,1.04%,1.04%,1.04%,Emittent,Toyota Motor Credit Corp.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,2.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,09.01.2025,Emissionsvolumen,700.000.000,Umlaufendes Volumen,700.000.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,09.01.2025,Fälligkeit,09.01.2030,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,2.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/us89236tna96-toyota-motor-credit-corp-4-95-25-30,,
24.01.25 17:25:04,Letzter Preis,"95,82",Veränderung zum Vortag,-0.14%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.13 / -0.14%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"95,82",Tagestief/-hoch,"95,66 / 96,17",52-Wochentief/-hoch,"89,72 / 103,04",Handelszeiten,08:00-17:30,Kupon,3.850%,Erster Zinstermin,01.03.2019,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,01.09.2018,Tief,"93,50","93,50","93,00","89,72","79,13","79,13",Hoch,"98,16","103,04","103,04","103,04","103,04","139,08",Entwicklung,-2.44%,-2.00%,2.56%,3.80%,0.78%,-30.63%,Emittent,"Italien, Republik",Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,01.09.2018,Emissionsvolumen,13.342.136.000,Umlaufendes Volumen,13.342.136.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,11.02.2019,Fälligkeit,01.09.2049,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,,,,,,,,,,,,,https://www.boerse-frankfurt.de/anleihe/it0005363111-italien-republik-3-85-18-49,,
24.01.25 17:00:50,Letzter Preis,"100,005",Veränderung zum Vortag,0.10%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.102 / 0.10%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"100,005",Tagestief/-hoch,"99,943 / 100,005",52-Wochentief/-hoch,"99,46 / 100,11",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,2910",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,3260",Aufgelaufene Stückzinstage,28,Duration in Jahren,"1,868",Modified Duration,"1,792",Kupon,4.250%,Erster Zinstermin,30.06.2025,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,31.12.2024,Tief,"99,46","99,46","99,46","99,46","99,46","99,46",Hoch,"100,11","100,11","100,11","100,11","100,11","100,11",Entwicklung,0.12%,0.12%,0.12%,0.12%,0.12%,0.12%,Emittent,United States of America,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100,Notierungseinheit,Prozentnotiert,Emissionsdatum,31.12.2024,Emissionsvolumen,69.668.455.900,Umlaufendes Volumen,69.668.455.900,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,30.12.2024,Fälligkeit,31.12.2026,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/us91282cme83-united-states-of-america-4-25-24-26,,
24.01.25 08:08:34,Letzter Preis,"99,73",Veränderung zum Vortag,0.45%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.45 / 0.45%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,73",Tagestief/-hoch,"99,50 / 99,73",52-Wochentief/-hoch,"98,25 / 107,66",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"7,2987",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,2177",Aufgelaufene Stückzinstage,11,Duration in Jahren,"6,217",Modified Duration,"4,516",Kupon,7.125%,Erster Zinstermin,17.07.2023,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,17.01.2023,Tief,"98,25","98,25","98,25","98,25","98,25","98,25",Hoch,"101,24","106,99","107,66","107,66","107,66","107,66",Entwicklung,-1.38%,-6.73%,-7.37%,-7.37%,-7.37%,-7.37%,Emittent,"Rumänien, Republik",Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,2.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,17.01.2023,Emissionsvolumen,331.448.000,Umlaufendes Volumen,331.448.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,22.10.2024,Fälligkeit,17.01.2033,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,2.000,Spezialist,ODDO BHF SE,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/us77586rar12-rumaenien-republik-7-125-23-33,,
24.01.25 17:25:00,Letzter Preis,"94,945",Veränderung zum Vortag,-0.22%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.205 / -0.22%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"94,945",Tagestief/-hoch,"94,905 / 95,15",52-Wochentief/-hoch,"91,96 / 95,765",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,9383",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,0555",Aufgelaufene Stückzinstage,18,Duration in Jahren,"2,918",Modified Duration,"2,679",Kupon,1.125%,Erster Zinstermin,10.01.2019,Anzahl Zinstermine,Jährlich,Zinslauf ab,10.01.2018,Tief,"94,51","94,41","93,705","91,96","88,905","88,895",Hoch,"95,355","95,765","95,765","95,765","95,765","104,885",Entwicklung,-0.31%,-0.35%,1.22%,2.84%,3.94%,-9.44%,Emittent,BMW Finance N.V.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,10.01.2018,Emissionsvolumen,750.000.000,Umlaufendes Volumen,750.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,05.01.2018,Fälligkeit,10.01.2028,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,https://www.boerse-frankfurt.de/anleihe/xs1747444831-bmw-finance-n-v-1-125-18-28,Fortlaufende Auktion,
24.01.25 17:00:49,Letzter Preis,"99,31",Veränderung zum Vortag,0.00%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.002 / 0.00%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,31",Tagestief/-hoch,"99,155 / 99,495",52-Wochentief/-hoch,"96,78 / 99,91",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,8992",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,1708",Aufgelaufene Stückzinstage,15,Duration in Jahren,"0,950",Modified Duration,"0,929",Kupon,4.100%,Erster Zinstermin,13.07.2016,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,13.01.2016,Tief,"98,635","98,345","97,62","96,78","90,00","90,00",Hoch,"99,54","99,54","99,91","99,91","99,91","106,22",Entwicklung,0.25%,0.45%,0.95%,1.99%,0.92%,-6.42%,Emittent,Deutsche Bank AG,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,13.01.2016,Emissionsvolumen,750.000.000,Umlaufendes Volumen,750.000.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,13.01.2016,Fälligkeit,13.01.2026,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/us25152r2y86-deutsche-bank-ag-4-1-16-26,,
24.01.25 17:25:07,Letzter Preis,"92,00",Veränderung zum Vortag,0.00%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.00 / 0.00%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"92,00",Tagestief/-hoch,"92,00 / 95,00",52-Wochentief/-hoch,"70,00 / 96,00",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"11,1075",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"6,6465",Aufgelaufene Stückzinstage,304,Duration in Jahren,"2,919",Modified Duration,"2,091",Kupon,8.000%,Erster Zinstermin,30.03.2024,Anzahl Zinstermine,Jährlich,Zinslauf ab,30.03.2023,Tief,"85,00","85,00","85,00","70,00","28,50","28,50",Hoch,"95,00","95,00","96,00","96,00","102,00","102,00",Entwicklung,8.24%,-1.08%,2.79%,8.24%,-8.00%,-8.00%,Emittent,SoWiTec group GmbH,Branche,(Industrie-) und Bankschuldverschreibungen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,30.03.2023,Emissionsvolumen,25.000.000,Umlaufendes Volumen,25.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,29.03.2023,Fälligkeit,30.03.2028,Schuldnerkündigungsart,Call option,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,https://www.boerse-frankfurt.de/anleihe/de000a30v6l2-sowitec-group-gmbh-8-23-28,Fortlaufende Auktion,
24.01.25 17:25:05,Letzter Preis,"99,493",Veränderung zum Vortag,0.02%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.018 / 0.02%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,493",Tagestief/-hoch,"99,459 / 99,493",52-Wochentief/-hoch,"97,748 / 99,552",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,3649",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"1,2917",Aufgelaufene Stückzinstage,135,Duration in Jahren,"0,630",Modified Duration,"0,621",Kupon,3.500%,Erster Zinstermin,15.03.2023,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,15.09.2022,Tief,"99,396","99,178","98,486","97,748","96,69","96,69",Hoch,"99,493","99,493","99,552","99,552","99,83","99,83",Entwicklung,0.09%,0.20%,0.96%,1.11%,0.71%,0.50%,Emittent,United States of America,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100,Notierungseinheit,Prozentnotiert,Emissionsdatum,15.09.2022,Emissionsvolumen,41.000.028.000,Umlaufendes Volumen,41.000.028.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,15.09.2022,Fälligkeit,15.09.2025,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/us91282cfk27-united-states-of-america-3-5-22-25,,
24.01.25 10:32:50,Letzter Preis,"78,85",Veränderung zum Vortag,0.18%,24.01.25 17:29:46,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.14 / 0.18%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"78,85",Tagestief/-hoch,"78,85 / 78,85",52-Wochentief/-hoch,"74,97 / 82,01",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,9797",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,0000",Aufgelaufene Stückzinstage,331,Duration in Jahren,"8,099",Modified Duration,"6,386",Kupon,Erster Zinstermin,03.03.2021,Anzahl Zinstermine,Jährlich,Zinslauf ab,03.12.2020,Tief,"77,68","77,68","77,39","74,97","68,82","68,82",Hoch,"79,70","82,01","82,01","82,01","82,01","92,46",Entwicklung,-0.81%,-1.46%,1.89%,3.42%,6.81%,-14.72%,Emittent,Nestlé Finance International Ltd.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,03.12.2020,Emissionsvolumen,500.000.000,Umlaufendes Volumen,500.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,24.11.2020,Fälligkeit,03.03.2033,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/xs2263684776-nestle-finance-international-ltd-0-000-20-33,,
24.01.25 17:27:01,Letzter Preis,"117,793",Veränderung zum Vortag,-0.21%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.242 / -0.21%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"117,793",Tagestief/-hoch,"117,74 / 117,928",52-Wochentief/-hoch,"117,548 / 123,302",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,3838",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,4110",Aufgelaufene Stückzinstage,24,Duration in Jahren,"4,447",Modified Duration,"3,959",Kupon,6.250%,Erster Zinstermin,04.01.2001,Anzahl Zinstermine,Jährlich,Zinslauf ab,04.01.2000,Tief,"117,548","117,548","117,548","117,548","117,548","117,548",Hoch,"119,707","120,981","121,70","123,302","127,331","153,202",Entwicklung,-1.26%,-2.06%,-1.33%,-3.74%,-6.77%,-23.11%,Emittent,"Deutschland, Bundesrepublik",Branche,Bundesanleihen,Markt,Regulierter Markt,Subsegment,Mindestanlagesumme,0,Notierungseinheit,Prozentnotiert,Emissionsdatum,04.01.2000,Emissionsvolumen,11.750.000.000,Umlaufendes Volumen,11.750.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,19.01.2000,Fälligkeit,04.01.2030,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,0,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/de0001135143-deutschland-bundesrepublik-6-25-00-30,,
24.01.25 17:25:05,Letzter Preis,"85,36",Veränderung zum Vortag,-0.20%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.17 / -0.20%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"85,36",Tagestief/-hoch,"85,36 / 85,58",52-Wochentief/-hoch,"81,94 / 87,14",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,6958",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,0000",Aufgelaufene Stückzinstage,18,Duration in Jahren,"5,953",Modified Duration,"5,082",Kupon,Erster Zinstermin,10.01.2022,Anzahl Zinstermine,Jährlich,Zinslauf ab,12.01.2021,Tief,"84,855","84,855","83,89","81,94","77,65","77,65",Hoch,"86,23","87,14","87,14","87,14","87,14","98,63",Entwicklung,-0.84%,-0.60%,1.70%,3.21%,5.77%,-13.42%,Emittent,Kreditanstalt für Wiederaufbau,Branche,Schuldverschreibungen von Sonderinstituten,Markt,Regulierter Markt,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,12.01.2021,Emissionsvolumen,6.000.000.000,Umlaufendes Volumen,6.000.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,13.01.2021,Fälligkeit,10.01.2031,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,https://www.boerse-frankfurt.de/anleihe/de000a3h2zf6-kreditanstalt-fuer-wiederaufbau-0-000-21-31,,
24.01.25 17:00:51,Letzter Preis,"93,85",Veränderung zum Vortag,-0.05%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.05 / -0.05%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"93,85",Tagestief/-hoch,"93,75 / 93,95",52-Wochentief/-hoch,"89,65 / 94,75",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"3,0167",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,7543",Aufgelaufene Stückzinstage,276,Duration in Jahren,"3,210",Modified Duration,"2,915",Kupon,1.000%,Erster Zinstermin,27.04.2023,Anzahl Zinstermine,Jährlich,Zinslauf ab,27.04.2022,Tief,"93,60","93,20","91,30","89,65","85,25","85,25",Hoch,"94,45","94,75","94,75","94,75","94,75","99,50",Entwicklung,-0.48%,0.05%,2.74%,3.99%,6.53%,-5.63%,Emittent,Landesbank Hessen-Thüringen Girozentrale,Branche,Pfandbriefe von Hypothekenbankenoder,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,27.04.2022,Emissionsvolumen,100.000.000,Umlaufendes Volumen,8.291.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,27.04.2022,Fälligkeit,27.04.2028,Schuldnerkündigungsart,Call option,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,https://www.boerse-frankfurt.de/anleihe/de000hlb72c0-landesbank-hessen-thueringen-girozentrale-1-22-28,Fortlaufende Auktion,
24.01.25 17:25:05,Letzter Preis,"89,44",Veränderung zum Vortag,0.38%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.34 / 0.38%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"89,44",Tagestief/-hoch,"89,06 / 89,52",52-Wochentief/-hoch,"87,55 / 100,49",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,9552",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,8096",Aufgelaufene Stückzinstage,74,Duration in Jahren,"12,583",Modified Duration,"7,479",Kupon,4.000%,Erster Zinstermin,15.05.2023,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,15.11.2022,Tief,"87,55","87,55","87,55","87,55","83,66","83,66",Hoch,"90,47","95,36","100,49","100,49","105,16","105,16",Entwicklung,-0.71%,-4.57%,-4.02%,-4.60%,-13.44%,-9.29%,Emittent,United States of America,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100,Notierungseinheit,Prozentnotiert,Emissionsdatum,15.11.2022,Emissionsvolumen,40.605.283.700,Umlaufendes Volumen,40.605.283.700,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,22.11.2022,Fälligkeit,15.11.2042,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/us912810tm09-united-states-of-america-4-22-42,,
