"Name","Clean_Company_Maturity","WKN","URL","ISIN","Company","Kupon_Maturity","Coupon","Maturity_Start","Maturity_End","is_green","last_price","DateTime","Volume.in.Euro","X.....","Currency","YTM","modified_duration","Kupon","Emittent","Branche","Fälligkeit","Schuldnerkündigungsart","Sonderkündigung","Nachrangig","Kleinste.handelbare.Einheit","Spezialist","Handelsmodell","Emissionsdatum","Emissionsvolumen","Umlaufendes.Volumen","Emissionswährung","Depotwährung","Notierungsaufnahme","Emission_year_2020.0","Emission_year_2021.0","Emission_year_2022.0","Emission_year_2023.0","Emission_year_2024.0","Emission_year_2025.0","Date","fälligkeit_datum","emission_datum","days_to_maturity","maturity_years"
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.43,NA,0,"-0,13","Euro",2.55,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"04/02/2025","29/09/2027","16/01/2020",967,2.64931506849315
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.63,NA,0,"0,07","Euro",2.47,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"04/02/2025","29/09/2027","16/01/2020",967,2.64931506849315
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.24,NA,0,"-0,01","Euro",2.56,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"06/01/2025","29/09/2027","16/01/2020",996,2.72876712328767
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.16,NA,0,"-0,09","Euro",2.59,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"06/01/2025","29/09/2027","16/01/2020",996,2.72876712328767
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.12,NA,0,"-0,13","Euro",2.61,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"06/01/2025","29/09/2027","16/01/2020",996,2.72876712328767
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.18,NA,0,"0,06","Euro",2.59,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"07/01/2025","29/09/2027","16/01/2020",995,2.72602739726027
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.16,NA,0,"0,04","Euro",2.59,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"07/01/2025","29/09/2027","16/01/2020",995,2.72602739726027
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.12,NA,0,"0,00","Euro",2.61,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"07/01/2025","29/09/2027","16/01/2020",995,2.72602739726027
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.15,NA,0,"0,13","Euro",2.6,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"08/01/2025","29/09/2027","16/01/2020",994,2.72328767123288
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.04,NA,0,"0,01","Euro",2.64,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"08/01/2025","29/09/2027","16/01/2020",994,2.72328767123288
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.07,NA,0,"0,04","Euro",2.63,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"08/01/2025","29/09/2027","16/01/2020",994,2.72328767123288
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.09,NA,0,"0,02","Euro",2.62,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"09/01/2025","29/09/2027","16/01/2020",993,2.72054794520548
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.97,NA,0,"-0,11","Euro",2.67,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"09/01/2025","29/09/2027","16/01/2020",993,2.72054794520548
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.01,NA,0,"-0,06","Euro",2.66,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"09/01/2025","29/09/2027","16/01/2020",993,2.72054794520548
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.9,NA,0,"-0,01","Euro",2.7,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"10/01/2025","29/09/2027","16/01/2020",992,2.71780821917808
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.85,NA,0,"-0,06","Euro",2.72,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"10/01/2025","29/09/2027","16/01/2020",992,2.71780821917808
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.88,NA,0,"-0,03","Euro",2.71,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"10/01/2025","29/09/2027","16/01/2020",992,2.71780821917808
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.83,NA,0,"0,15","Euro",2.74,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"13/01/2025","29/09/2027","16/01/2020",989,2.70958904109589
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.81,NA,0,"0,14","Euro",2.74,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"13/01/2025","29/09/2027","16/01/2020",989,2.70958904109589
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.78,NA,0,"0,11","Euro",2.76,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"13/01/2025","29/09/2027","16/01/2020",989,2.70958904109589
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.8,NA,0,"0,02","Euro",2.75,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"14/01/2025","29/09/2027","16/01/2020",988,2.70684931506849
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.73,NA,0,"-0,06","Euro",2.78,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"14/01/2025","29/09/2027","16/01/2020",988,2.70684931506849
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.69,NA,0,"-0,10","Euro",2.79,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"14/01/2025","29/09/2027","16/01/2020",988,2.70684931506849
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.74,NA,0,"0,05","Euro",2.78,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"15/01/2025","29/09/2027","16/01/2020",987,2.7041095890411
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.76,NA,0,"0,07","Euro",2.77,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"15/01/2025","29/09/2027","16/01/2020",987,2.7041095890411
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.91,NA,0,"0,23","Euro",2.71,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"15/01/2025","29/09/2027","16/01/2020",987,2.7041095890411
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.89,NA,0,"0,21","Euro",2.72,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"15/01/2025","29/09/2027","16/01/2020",987,2.7041095890411
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.8,NA,0,"-0,09","Euro",2.76,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"16/01/2025","29/09/2027","16/01/2020",986,2.7013698630137
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.93,NA,0,"0,05","Euro",2.7,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"16/01/2025","29/09/2027","16/01/2020",986,2.7013698630137
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.08,NA,0,"0,06","Euro",2.65,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"17/01/2025","29/09/2027","16/01/2020",985,2.6986301369863
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,94.06,NA,0,"0,04","Euro",2.65,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"17/01/2025","29/09/2027","16/01/2020",985,2.6986301369863
"E.ON SE 0,375% 20/27","e on se 0 375 20 27","A254QR","https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27","xs2103014291","e on se","0 375 20 27",0.375,20,27,1,93.97,NA,0,"-0,02","Euro",2.7,0.002405,"0,375%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,09,2027","Special call","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/01/2020",1e+09,1e+09,"EUR","EUR","14,01,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"20/01/2025","29/09/2027","16/01/2020",982,2.69041095890411
